,age,mu,c,d,log-likelihood
0,1.0,-0.08658941460143466,0.1664478465859976,0.0042367304295061565,-34.82878644056587
1,15.0,1.0897840509687744,-0.21577710303462727,0.006219486797895764,-43.026076714210284
